symptom_iri	symptom_iri	method	score	doid_name	symptom_name	symptom_definition
http://purl.obolibrary.org/obo/SYMP_0000210	http://purl.obolibrary.org/obo/DOID_11211	axiom	1.0	buphthalmos	photophobia	
http://purl.obolibrary.org/obo/SYMP_0000210	http://purl.obolibrary.org/obo/DOID_11227	axiom	1.0	acute hemorrhagic conjunctivitis	photophobia	
http://purl.obolibrary.org/obo/SYMP_0020035	http://purl.obolibrary.org/obo/DOID_11227	axiom	1.0	acute hemorrhagic conjunctivitis	conjunctival congestion	An eye symptom that is characterized by (need def conjunctival congestion - placeholder for xref).
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_11227	axiom	1.0	acute hemorrhagic conjunctivitis	bloodshot eye	
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11230	axiom	1.0	acute orbital inflammation	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11231	axiom	1.0	orbital periostitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11233	axiom	1.0	orbital tenonitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11234	axiom	1.0	orbital cellulitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000258	http://purl.obolibrary.org/obo/DOID_11234	axiom	1.0	orbital cellulitis	double vision	
http://purl.obolibrary.org/obo/SYMP_0000369	http://purl.obolibrary.org/obo/DOID_11234	axiom	1.0	orbital cellulitis	ptosis	Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11234	axiom	1.0	orbital cellulitis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11234	axiom	1.0	orbital cellulitis	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_11249	axiom	1.0	vitamin K deficiency bleeding	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_11249	axiom	1.0	vitamin K deficiency bleeding	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0019174	http://purl.obolibrary.org/obo/DOID_11258	axiom	1.0	cat-scratch disease	chills	
http://purl.obolibrary.org/obo/SYMP_0000006	http://purl.obolibrary.org/obo/DOID_11258	axiom	1.0	cat-scratch disease	backache	A pain that is characterized by occurring in the lower back.
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_11258	axiom	1.0	cat-scratch disease	abdominal pain	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11258	axiom	1.0	cat-scratch disease	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000493	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	dysphagia	
http://purl.obolibrary.org/obo/SYMP_0000021	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	delirium	A neurological and physiological symptom that is characterized by a mental disturbance characterized by confusion, disordered speech, and hallucinations.
http://purl.obolibrary.org/obo/SYMP_0000030	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	paralysis	A nervous system symptom that is characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.
http://purl.obolibrary.org/obo/SYMP_0000432	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	itching	A skin and integumentary tissue symptom that is characterized by an uneasy irritating sensation in the upper surface of the skin usually held to result from mild stimulation of pain receptors.
http://purl.obolibrary.org/obo/SYMP_0000016	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	confusion	A balance symptom that is characterized by a disturbance of consciousness characterized by inability to engage in orderly thought or by lack of power to distinguish, choose, or act decisively.
http://purl.obolibrary.org/obo/SYMP_0000412	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	anxiety	A neurological and physiological symptom that is characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0020006	http://purl.obolibrary.org/obo/DOID_11260	axiom	1.0	rabies	agitation	A neurological and physiological symptom that is characterized by a feeling of irritability or severe restlessness.
http://purl.obolibrary.org/obo/SYMP_0019174	http://purl.obolibrary.org/obo/DOID_11262	axiom	1.0	ornithosis	chills	
http://purl.obolibrary.org/obo/SYMP_0000487	http://purl.obolibrary.org/obo/DOID_11262	axiom	1.0	ornithosis	rash	A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11262	axiom	1.0	ornithosis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11262	axiom	1.0	ornithosis	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0019161	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	muscle pain	A pain that is characterized by a pain in one or more muscles.
http://purl.obolibrary.org/obo/SYMP_0000760	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	petechiae	A skin and integumentary tissue symptom that is characterized by a minute reddish or purplish spot containing blood that appears in skin or mucous membrane as a result of localized hemorrhage.
http://purl.obolibrary.org/obo/SYMP_0000367	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	proteinuria	A urinary system symptom characterized by the presence of excess protein in the urine.
http://purl.obolibrary.org/obo/SYMP_0000731	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	renal failure	A urinary system symptom that is characterized by a loss of excretory function in one or both kidneys, leading to retention of nitrogenous waste products from the blood.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11266	axiom	1.0	Hantavirus hemorrhagic fever with renal syndrome	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_11285	axiom	1.0	tick paralysis	hemorrhage	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.
http://purl.obolibrary.org/obo/SYMP_0000285	http://purl.obolibrary.org/obo/DOID_11285	axiom	1.0	tick paralysis	flaccid paralysis	A paralysis that is charicterized by a lack of muscle tone in the affected muscles and in which tendon reflexes are decreased or absent.
http://purl.obolibrary.org/obo/SYMP_0000032	http://purl.obolibrary.org/obo/DOID_11285	axiom	1.0	tick paralysis	flaccidity	
http://purl.obolibrary.org/obo/SYMP_0000538	http://purl.obolibrary.org/obo/DOID_11285	axiom	1.0	tick paralysis	edema	A skin and integumentary tissue symptom that is characterized by an abnormal excess accumulation of serous fluid in connective tissue or in a serous cavity.
http://purl.obolibrary.org/obo/SYMP_0000020	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	dehydration	A nutrition, metabolism, and development symptom that is characterized by an abnormal depletion of body fluids.
http://purl.obolibrary.org/obo/SYMP_0000383	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	stiff neck	
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000614	http://purl.obolibrary.org/obo/DOID_11320	axiom	1.0	Kyasanur forest disease	cough	A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.
http://purl.obolibrary.org/obo/SYMP_0019174	http://purl.obolibrary.org/obo/DOID_11337	axiom	1.0	Lemierre's syndrome	chills	
http://purl.obolibrary.org/obo/SYMP_0000634	http://purl.obolibrary.org/obo/DOID_11337	axiom	1.0	Lemierre's syndrome	leukocytosis	
http://purl.obolibrary.org/obo/SYMP_0000672	http://purl.obolibrary.org/obo/DOID_11337	axiom	1.0	Lemierre's syndrome	abscess	
http://purl.obolibrary.org/obo/SYMP_0019153	http://purl.obolibrary.org/obo/DOID_11339	axiom	1.0	pneumocystosis	dyspnea	A respiratory abnormality that is characterized by difficult or labored respiration.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11339	axiom	1.0	pneumocystosis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000614	http://purl.obolibrary.org/obo/DOID_11339	axiom	1.0	pneumocystosis	cough	A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_11360	axiom	1.0	phlebotomus fever	joint pain	A pain that is characterized by a pain situated, or occurring, in or around a joint.
http://purl.obolibrary.org/obo/SYMP_0000511	http://purl.obolibrary.org/obo/DOID_11360	axiom	1.0	phlebotomus fever	flushing	A skin and integumentary tissue symptom that is characterized by a markedly red flush in a persons face and often other areas of the skin, from various physiological conditions. Flushing is generally distinguished, despite a close physiological relation between them, from blushing, which is milder, generally restricted to the face or cheeks, and generally assumed to reflect embarrassment. Flushing is also a cardinal symptom of carcinoid syndrome the syndrome that results from hormones (often serotonin or histamine) being secreted into systemic circulation.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11360	axiom	1.0	phlebotomus fever	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000529	http://purl.obolibrary.org/obo/DOID_11360	axiom	1.0	phlebotomus fever	tachycardia	Tachycardia is a cardiovascular system symptom consisting of a relatively rapid heart action whether physiological (as after exercise) or pathological.
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_11371	axiom	1.0	functional diarrhea	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000614	http://purl.obolibrary.org/obo/DOID_11379	axiom	1.0	gnathomiasis	cough	A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_11394	axiom	1.0	adult respiratory distress syndrome	shock	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.
http://purl.obolibrary.org/obo/SYMP_0000900	http://purl.obolibrary.org/obo/DOID_11450	axiom	1.0	allergic cutaneous vasculitis	allergic reaction	An immune system symptom that is characterized by sensitivities to substances called allergens.
http://purl.obolibrary.org/obo/SYMP_0000672	http://purl.obolibrary.org/obo/DOID_11457	axiom	1.0	brain compression	abscess	
http://purl.obolibrary.org/obo/SYMP_0020064	http://purl.obolibrary.org/obo/DOID_11516	axiom	1.0	hypertensive heart disease	high blood pressure	
http://purl.obolibrary.org/obo/SYMP_0000900	http://purl.obolibrary.org/obo/DOID_11558	axiom	1.0	acute allergic serous otitis media	allergic reaction	An immune system symptom that is characterized by sensitivities to substances called allergens.
http://purl.obolibrary.org/obo/SYMP_0019169	http://purl.obolibrary.org/obo/DOID_1156	axiom	1.0	chondrocalcinosis	arthritis	Arthritis is a musculoskeletal system symptom characterized as an inflammation of joints due to infectious, metabolic, or constitutional causes.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11563	axiom	1.0	retinal vasculitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0019176	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	malaise	A neurological and physiological symptom that is characterized by an indefinite feeling of debility or lack of health, often indicative of or accompanying the onset of an illness.
http://purl.obolibrary.org/obo/SYMP_0019145	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	vomiting	Vomiting is a digestive system symptom characterized by throwing up the stomach contents.
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000006	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	backache	A pain that is characterized by occurring in the lower back.
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	nausea	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11573	axiom	1.0	listeriosis	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0019169	http://purl.obolibrary.org/obo/DOID_1166	axiom	1.0	palindromic rheumatism	arthritis	Arthritis is a musculoskeletal system symptom characterized as an inflammation of joints due to infectious, metabolic, or constitutional causes.
http://purl.obolibrary.org/obo/SYMP_0019142	http://purl.obolibrary.org/obo/DOID_11678	axiom	1.0	onchocerciasis	lymphadenopathy	
http://purl.obolibrary.org/obo/SYMP_0000289	http://purl.obolibrary.org/obo/DOID_11678	axiom	1.0	onchocerciasis	eczema	A skin and integumentary tissue symptom that is characterized by an inflammatory condition of the skin with redness, itching, and oozing vesicular lesions, which become scaly, crusted, or hardened.
http://purl.obolibrary.org/obo/SYMP_0000521	http://purl.obolibrary.org/obo/DOID_11678	axiom	1.0	onchocerciasis	enlargement of lymph nodes	
http://purl.obolibrary.org/obo/SYMP_0000432	http://purl.obolibrary.org/obo/DOID_11678	axiom	1.0	onchocerciasis	itching	A skin and integumentary tissue symptom that is characterized by an uneasy irritating sensation in the upper surface of the skin usually held to result from mild stimulation of pain receptors.
http://purl.obolibrary.org/obo/SYMP_0000008	http://purl.obolibrary.org/obo/DOID_11678	axiom	1.0	onchocerciasis	blindness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_11720	axiom	1.0	distal myopathy	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_11722	axiom	1.0	myotonic dystrophy type 1	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_11723	axiom	1.0	Duchenne muscular dystrophy	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_11723	axiom	1.0	Duchenne muscular dystrophy	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0019177	http://purl.obolibrary.org/obo/DOID_11729	axiom	1.0	Lyme disease	fatigue	A neurological and physiological symptom that is characterized by a weariness or exhaustion from labor, exertion, or stress.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_11729	axiom	1.0	Lyme disease	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_11729	axiom	1.0	Lyme disease	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000372	http://purl.obolibrary.org/obo/DOID_11750	axiom	1.0	Bordetella parapertussis whooping cough	rhinorrhea	A nose symptom that is characterized by an excessive secretion of mucous through the nose.
http://purl.obolibrary.org/obo/SYMP_0000139	http://purl.obolibrary.org/obo/DOID_11750	axiom	1.0	Bordetella parapertussis whooping cough	sneezing	A respiratory system and chest symptom that is characterized by a sudden violent spasmodic audible expiration of breath through the nose and mouth especially as a reflex act following irritation of the nasal mucous membrane.
http://purl.obolibrary.org/obo/SYMP_0000614	http://purl.obolibrary.org/obo/DOID_11750	axiom	1.0	Bordetella parapertussis whooping cough	cough	A respiratory system and chest symptom that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance.
http://purl.obolibrary.org/obo/SYMP_0000099	http://purl.obolibrary.org/obo/DOID_12029	axiom	1.0	sympathetic ophthalmia	pain	A sensation perception that is characterized by an unpleasant sensation that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual, confined to one area or spread over the entire body.
http://purl.obolibrary.org/obo/SYMP_0000210	http://purl.obolibrary.org/obo/DOID_12029	axiom	1.0	sympathetic ophthalmia	photophobia	
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_12030	axiom	1.0	panuveitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0020005	http://purl.obolibrary.org/obo/DOID_1209	axiom	1.0	nutritional optic neuropathy	acquired color vision deficiency	
http://purl.obolibrary.org/obo/SYMP_0019174	http://purl.obolibrary.org/obo/DOID_12096	axiom	1.0	sodoku disease	chills	
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_12096	axiom	1.0	sodoku disease	joint pain	A pain that is characterized by a pain situated, or occurring, in or around a joint.
http://purl.obolibrary.org/obo/SYMP_0000890	http://purl.obolibrary.org/obo/DOID_12096	axiom	1.0	sodoku disease	relapsing fever	A fever that is characterized by  body temperature periodically rising and falling.
http://purl.obolibrary.org/obo/SYMP_0000487	http://purl.obolibrary.org/obo/DOID_12096	axiom	1.0	sodoku disease	rash	A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.
http://purl.obolibrary.org/obo/SYMP_0019153	http://purl.obolibrary.org/obo/DOID_12118	axiom	1.0	pulmonary hemosiderosis	dyspnea	A respiratory abnormality that is characterized by difficult or labored respiration.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_12118	axiom	1.0	pulmonary hemosiderosis	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_12124	axiom	1.0	episcleritis periodica fugax	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000099	http://purl.obolibrary.org/obo/DOID_12124	axiom	1.0	episcleritis periodica fugax	pain	A sensation perception that is characterized by an unpleasant sensation that usually indicates the body is threatened or damaged. The sensation may be sharp or dull, short-lived or chronic, intermittent or continual, confined to one area or spread over the entire body.
http://purl.obolibrary.org/obo/SYMP_0000210	http://purl.obolibrary.org/obo/DOID_12124	axiom	1.0	episcleritis periodica fugax	photophobia	
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_12124	axiom	1.0	episcleritis periodica fugax	bloodshot eye	
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_12132	axiom	1.0	granulomatosis with polyangiitis	vasculitis	
http://purl.obolibrary.org/obo/SYMP_0000709	http://purl.obolibrary.org/obo/DOID_12132	axiom	1.0	granulomatosis with polyangiitis	granulomatous inflammation	
http://purl.obolibrary.org/obo/SYMP_0019177	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	fatigue	A neurological and physiological symptom that is characterized by a weariness or exhaustion from labor, exertion, or stress.
http://purl.obolibrary.org/obo/SYMP_0019145	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	vomiting	Vomiting is a digestive system symptom characterized by throwing up the stomach contents.
http://purl.obolibrary.org/obo/SYMP_0000095	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	myocarditis	
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000230	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	body ache	
http://purl.obolibrary.org/obo/SYMP_0000487	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	rash	A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000309	http://purl.obolibrary.org/obo/DOID_12140	axiom	1.0	Chagas disease	loss of appetite	An alteration of appetite that is characterized by a loss of desire to eat, i.e. no desire to eat.
http://purl.obolibrary.org/obo/SYMP_0019176	http://purl.obolibrary.org/obo/DOID_12155	axiom	1.0	lymphocytic choriomeningitis	malaise	A neurological and physiological symptom that is characterized by an indefinite feeling of debility or lack of health, often indicative of or accompanying the onset of an illness.
http://purl.obolibrary.org/obo/SYMP_0019145	http://purl.obolibrary.org/obo/DOID_12155	axiom	1.0	lymphocytic choriomeningitis	vomiting	Vomiting is a digestive system symptom characterized by throwing up the stomach contents.
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_12155	axiom	1.0	lymphocytic choriomeningitis	nausea	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_12155	axiom	1.0	lymphocytic choriomeningitis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000504	http://purl.obolibrary.org/obo/DOID_12155	axiom	1.0	lymphocytic choriomeningitis	headache	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_12157	axiom	1.0	aseptic meningitis	inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.
http://purl.obolibrary.org/obo/SYMP_0000487	http://purl.obolibrary.org/obo/DOID_12179	axiom	1.0	tinea corporis	rash	A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.
http://purl.obolibrary.org/obo/SYMP_0019145	http://purl.obolibrary.org/obo/DOID_1218	axiom	1.0	echinostomiasis	vomiting	Vomiting is a digestive system symptom characterized by throwing up the stomach contents.
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_1218	axiom	1.0	echinostomiasis	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_1218	axiom	1.0	echinostomiasis	abdominal pain	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.
http://purl.obolibrary.org/obo/SYMP_0000613	http://purl.obolibrary.org/obo/DOID_1218	axiom	1.0	echinostomiasis	fever	A neurological and physiological symptom that is characterized by a rise of body temperature above the normal, whether as a natural response (as to infection) or artificially induced for therapeutic reasons.
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_1218	axiom	1.0	echinostomiasis	nausea	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.
http://purl.obolibrary.org/obo/SYMP_0000295	http://purl.obolibrary.org/obo/DOID_1219	axiom	1.0	dicrocoeliasis	hepatic abscess	hepatic abscess is a liver symptom characterized by a pus-filled mass in the liver that can develop from injury to the liver or an intraabdominal infection disseminated from the portal circulation.
http://purl.obolibrary.org/obo/SYMP_0000672	http://purl.obolibrary.org/obo/DOID_1219	axiom	1.0	dicrocoeliasis	abscess	
