symp_iri	doid_iri	disease_name	symptom_name	symptom_definition	method	score
http://purl.obolibrary.org/obo/SYMP_0000578	http://purl.obolibrary.org/obo/DOID_364	obsolete spontaneous rupture of bladder	incontinence without sensory awareness		cosine	0.6649966239929199
http://purl.obolibrary.org/obo/SYMP_0000578	http://purl.obolibrary.org/obo/DOID_578	obsolete urination disorder	incontinence without sensory awareness		cosine	0.6514765620231628
http://purl.obolibrary.org/obo/SYMP_0000578	http://purl.obolibrary.org/obo/DOID_724	female stress incontinence	incontinence without sensory awareness		cosine	0.7985108494758606
http://purl.obolibrary.org/obo/SYMP_0000579	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	insomnia with sleep apnea		cosine	0.8238368034362793
http://purl.obolibrary.org/obo/SYMP_0000579	http://purl.obolibrary.org/obo/DOID_12983	obsolete transient disorder of initiating or maintaining sleep	insomnia with sleep apnea		cosine	0.7850286960601807
http://purl.obolibrary.org/obo/SYMP_0000579	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	insomnia with sleep apnea		cosine	0.8197521567344666
http://purl.obolibrary.org/obo/SYMP_0000579	http://purl.obolibrary.org/obo/DOID_8611	obsolete drug induced sleep disorder	insomnia with sleep apnea		cosine	0.7626596093177795
http://purl.obolibrary.org/obo/SYMP_0000579	http://purl.obolibrary.org/obo/DOID_9184	obsolete sleep arousal disorder	insomnia with sleep apnea		cosine	0.8005114197731018
http://purl.obolibrary.org/obo/SYMP_0000580	http://purl.obolibrary.org/obo/DOID_12983	obsolete transient disorder of initiating or maintaining sleep	dysfunctions associated with sleep stages		cosine	0.8470165133476257
http://purl.obolibrary.org/obo/SYMP_0000580	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	dysfunctions associated with sleep stages		cosine	0.8669387102127075
http://purl.obolibrary.org/obo/SYMP_0000580	http://purl.obolibrary.org/obo/DOID_8611	obsolete drug induced sleep disorder	dysfunctions associated with sleep stages		cosine	0.796423614025116
http://purl.obolibrary.org/obo/SYMP_0000580	http://purl.obolibrary.org/obo/DOID_9061	obsolete alcohol induced sleep disorder	dysfunctions associated with sleep stages		cosine	0.7910014390945435
http://purl.obolibrary.org/obo/SYMP_0000580	http://purl.obolibrary.org/obo/DOID_9184	obsolete sleep arousal disorder	dysfunctions associated with sleep stages		cosine	0.8204149603843689
http://purl.obolibrary.org/obo/SYMP_0000581	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	sleep apnea	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.	cosine	0.9503396153450012
http://purl.obolibrary.org/obo/SYMP_0000581	http://purl.obolibrary.org/obo/DOID_0050848	obstructive sleep apnea	sleep apnea	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.	cosine	0.76031893491745
http://purl.obolibrary.org/obo/SYMP_0000581	http://purl.obolibrary.org/obo/DOID_0080302	mixed sleep apnea	sleep apnea	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.	cosine	0.7403665781021118
http://purl.obolibrary.org/obo/SYMP_0000581	http://purl.obolibrary.org/obo/DOID_535	sleep disorder	sleep apnea	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.	cosine	0.7287633419036865
http://purl.obolibrary.org/obo/SYMP_0000581	http://purl.obolibrary.org/obo/DOID_9220	central sleep apnea	sleep apnea	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.	cosine	0.7428664565086365
http://purl.obolibrary.org/obo/SYMP_0000582	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	hypersomnia	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.	cosine	0.6945509314537048
http://purl.obolibrary.org/obo/SYMP_0000582	http://purl.obolibrary.org/obo/DOID_0060165	Kleine-Levin syndrome	hypersomnia	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.	cosine	0.6968808174133301
http://purl.obolibrary.org/obo/SYMP_0000582	http://purl.obolibrary.org/obo/DOID_535	sleep disorder	hypersomnia	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.	cosine	0.7225150465965271
http://purl.obolibrary.org/obo/SYMP_0000582	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	hypersomnia	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.	cosine	0.6824368238449097
http://purl.obolibrary.org/obo/SYMP_0000582	http://purl.obolibrary.org/obo/DOID_8619	recurrent hypersomnia	hypersomnia	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.	cosine	0.8818081617355347
http://purl.obolibrary.org/obo/SYMP_0000583	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	hypersomnia with sleep apnea		cosine	0.7697766423225403
http://purl.obolibrary.org/obo/SYMP_0000583	http://purl.obolibrary.org/obo/DOID_12983	obsolete transient disorder of initiating or maintaining sleep	hypersomnia with sleep apnea		cosine	0.769333004951477
http://purl.obolibrary.org/obo/SYMP_0000583	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	hypersomnia with sleep apnea		cosine	0.7931768894195557
http://purl.obolibrary.org/obo/SYMP_0000583	http://purl.obolibrary.org/obo/DOID_8619	recurrent hypersomnia	hypersomnia with sleep apnea		cosine	0.7820994257926941
http://purl.obolibrary.org/obo/SYMP_0000583	http://purl.obolibrary.org/obo/DOID_9184	obsolete sleep arousal disorder	hypersomnia with sleep apnea		cosine	0.7564185261726379
http://purl.obolibrary.org/obo/SYMP_0000584	http://purl.obolibrary.org/obo/DOID_10489	obsolete transient disorder of initiating or maintaining wakefulness	disruptions of 24-hour sleep-wake cycle		cosine	0.7404409646987915
http://purl.obolibrary.org/obo/SYMP_0000584	http://purl.obolibrary.org/obo/DOID_12983	obsolete transient disorder of initiating or maintaining sleep	disruptions of 24-hour sleep-wake cycle		cosine	0.7473450899124146
http://purl.obolibrary.org/obo/SYMP_0000584	http://purl.obolibrary.org/obo/DOID_534	obsolete persistent disorder of initiating or maintaining wakefulness	disruptions of 24-hour sleep-wake cycle		cosine	0.7248417139053345
http://purl.obolibrary.org/obo/SYMP_0000584	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	disruptions of 24-hour sleep-wake cycle		cosine	0.7225843667984009
http://purl.obolibrary.org/obo/SYMP_0000584	http://purl.obolibrary.org/obo/DOID_8803	obsolete repetitive intrusions of sleep	disruptions of 24-hour sleep-wake cycle		cosine	0.7439380288124084
http://purl.obolibrary.org/obo/SYMP_0000585	http://purl.obolibrary.org/obo/DOID_12983	obsolete transient disorder of initiating or maintaining sleep	sleep related movement disorder		cosine	0.8265400528907776
http://purl.obolibrary.org/obo/SYMP_0000585	http://purl.obolibrary.org/obo/DOID_535	sleep disorder	sleep related movement disorder		cosine	0.7938437461853027
http://purl.obolibrary.org/obo/SYMP_0000585	http://purl.obolibrary.org/obo/DOID_536	obsolete persistent disorder of initiating or maintaining sleep	sleep related movement disorder		cosine	0.8683250546455383
http://purl.obolibrary.org/obo/SYMP_0000585	http://purl.obolibrary.org/obo/DOID_8803	obsolete repetitive intrusions of sleep	sleep related movement disorder		cosine	0.7881461977958679
http://purl.obolibrary.org/obo/SYMP_0000585	http://purl.obolibrary.org/obo/DOID_9184	obsolete sleep arousal disorder	sleep related movement disorder		cosine	0.8078138828277588
http://purl.obolibrary.org/obo/SYMP_0000586	http://purl.obolibrary.org/obo/DOID_0070355	overactive bladder syndrome	overflow incontinence	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.	cosine	0.6924368143081665
http://purl.obolibrary.org/obo/SYMP_0000586	http://purl.obolibrary.org/obo/DOID_12144	low compliance bladder	overflow incontinence	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.	cosine	0.6339181065559387
http://purl.obolibrary.org/obo/SYMP_0000586	http://purl.obolibrary.org/obo/DOID_364	obsolete spontaneous rupture of bladder	overflow incontinence	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.	cosine	0.6316795945167542
http://purl.obolibrary.org/obo/SYMP_0000586	http://purl.obolibrary.org/obo/DOID_5200	urinary tract obstruction	overflow incontinence	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.	cosine	0.662780225276947
http://purl.obolibrary.org/obo/SYMP_0000586	http://purl.obolibrary.org/obo/DOID_724	female stress incontinence	overflow incontinence	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.	cosine	0.6645069718360901
http://purl.obolibrary.org/obo/SYMP_0000587	http://purl.obolibrary.org/obo/DOID_0080833	laryngomalacia	abnormal chest sound	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).	cosine	0.617966890335083
http://purl.obolibrary.org/obo/SYMP_0000587	http://purl.obolibrary.org/obo/DOID_2841	asthma	abnormal chest sound	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).	cosine	0.6478089690208435
http://purl.obolibrary.org/obo/SYMP_0000587	http://purl.obolibrary.org/obo/DOID_2942	bronchiolitis	abnormal chest sound	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).	cosine	0.5939738154411316
http://purl.obolibrary.org/obo/SYMP_0000587	http://purl.obolibrary.org/obo/DOID_4298	obsolete respiratory system abnormality	abnormal chest sound	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).	cosine	0.6150634288787842
http://purl.obolibrary.org/obo/SYMP_0000587	http://purl.obolibrary.org/obo/DOID_6132	bronchitis	abnormal chest sound	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).	cosine	0.595215380191803
http://purl.obolibrary.org/obo/SYMP_0000588	http://purl.obolibrary.org/obo/DOID_0080653	urolithiasis	extravasation of urine	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.	cosine	0.6151992678642273
http://purl.obolibrary.org/obo/SYMP_0000588	http://purl.obolibrary.org/obo/DOID_11111	hydronephrosis	extravasation of urine	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.	cosine	0.6203296780586243
http://purl.obolibrary.org/obo/SYMP_0000588	http://purl.obolibrary.org/obo/DOID_18	urinary system disease	extravasation of urine	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.	cosine	0.6130261421203613
http://purl.obolibrary.org/obo/SYMP_0000588	http://purl.obolibrary.org/obo/DOID_4022	ureterocele	extravasation of urine	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.	cosine	0.6141318082809448
http://purl.obolibrary.org/obo/SYMP_0000588	http://purl.obolibrary.org/obo/DOID_5199	ureteral obstruction	extravasation of urine	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.	cosine	0.60981684923172
http://purl.obolibrary.org/obo/SYMP_0000589	http://purl.obolibrary.org/obo/DOID_12144	low compliance bladder	slowing of urinary stream	A urinary stream symptom that is characterized by a slow or weak stream of urine.	cosine	0.6958498358726501
http://purl.obolibrary.org/obo/SYMP_0000589	http://purl.obolibrary.org/obo/DOID_18	urinary system disease	slowing of urinary stream	A urinary stream symptom that is characterized by a slow or weak stream of urine.	cosine	0.6617058515548706
http://purl.obolibrary.org/obo/SYMP_0000589	http://purl.obolibrary.org/obo/DOID_5200	urinary tract obstruction	slowing of urinary stream	A urinary stream symptom that is characterized by a slow or weak stream of urine.	cosine	0.6657931208610535
http://purl.obolibrary.org/obo/SYMP_0000589	http://purl.obolibrary.org/obo/DOID_557	kidney disease	slowing of urinary stream	A urinary stream symptom that is characterized by a slow or weak stream of urine.	cosine	0.6576790809631348
http://purl.obolibrary.org/obo/SYMP_0000589	http://purl.obolibrary.org/obo/DOID_578	obsolete urination disorder	slowing of urinary stream	A urinary stream symptom that is characterized by a slow or weak stream of urine.	cosine	0.6546920537948608
http://purl.obolibrary.org/obo/SYMP_0000590	http://purl.obolibrary.org/obo/DOID_0070355	overactive bladder syndrome	urinary urgency	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.	cosine	0.6507437825202942
http://purl.obolibrary.org/obo/SYMP_0000590	http://purl.obolibrary.org/obo/DOID_12144	low compliance bladder	urinary urgency	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.	cosine	0.6305584907531738
http://purl.obolibrary.org/obo/SYMP_0000590	http://purl.obolibrary.org/obo/DOID_364	obsolete spontaneous rupture of bladder	urinary urgency	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.	cosine	0.5802006125450134
http://purl.obolibrary.org/obo/SYMP_0000590	http://purl.obolibrary.org/obo/DOID_5200	urinary tract obstruction	urinary urgency	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.	cosine	0.5922470688819885
http://purl.obolibrary.org/obo/SYMP_0000590	http://purl.obolibrary.org/obo/DOID_724	female stress incontinence	urinary urgency	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.	cosine	0.6026336550712585
http://purl.obolibrary.org/obo/SYMP_0000591	http://purl.obolibrary.org/obo/DOID_12084	transient arthropathy	left upper quadrant abdominal tenderness		cosine	0.6301157474517822
http://purl.obolibrary.org/obo/SYMP_0000591	http://purl.obolibrary.org/obo/DOID_1260	parametritis	left upper quadrant abdominal tenderness		cosine	0.642676830291748
http://purl.obolibrary.org/obo/SYMP_0000591	http://purl.obolibrary.org/obo/DOID_7505	small intestine benign neoplasm	left upper quadrant abdominal tenderness		cosine	0.6290437579154968
http://purl.obolibrary.org/obo/SYMP_0000591	http://purl.obolibrary.org/obo/DOID_8437	intestinal obstruction	left upper quadrant abdominal tenderness		cosine	0.6519593000411987
http://purl.obolibrary.org/obo/SYMP_0000591	http://purl.obolibrary.org/obo/DOID_9978	acute female pelvic peritonitis	left upper quadrant abdominal tenderness		cosine	0.6440873146057129
http://purl.obolibrary.org/obo/SYMP_0000592	http://purl.obolibrary.org/obo/DOID_10557	obsolete maternal distress	excessive crying of infant		cosine	0.7395250201225281
http://purl.obolibrary.org/obo/SYMP_0000592	http://purl.obolibrary.org/obo/DOID_10817	sexual sadism	excessive crying of infant		cosine	0.6533904671669006
http://purl.obolibrary.org/obo/SYMP_0000592	http://purl.obolibrary.org/obo/DOID_11597	obsolete cold injury syndrome of newborn	excessive crying of infant		cosine	0.6456015706062317
http://purl.obolibrary.org/obo/SYMP_0000592	http://purl.obolibrary.org/obo/DOID_14263	obsolete fits in newborn	excessive crying of infant		cosine	0.7013725638389587
http://purl.obolibrary.org/obo/SYMP_0000592	http://purl.obolibrary.org/obo/DOID_4027	obsolete fetal distress	excessive crying of infant		cosine	0.7086048126220703
http://purl.obolibrary.org/obo/SYMP_0000593	http://purl.obolibrary.org/obo/DOID_12918	thromboangiitis obliterans	gangrene		cosine	0.7181907892227173
http://purl.obolibrary.org/obo/SYMP_0000593	http://purl.obolibrary.org/obo/DOID_14075	geniculate ganglionitis	gangrene		cosine	0.6879504919052124
http://purl.obolibrary.org/obo/SYMP_0000593	http://purl.obolibrary.org/obo/DOID_14654	prostatitis	gangrene		cosine	0.6743295788764954
http://purl.obolibrary.org/obo/SYMP_0000593	http://purl.obolibrary.org/obo/DOID_8553	pyoderma gangrenosum	gangrene		cosine	0.7687203288078308
http://purl.obolibrary.org/obo/SYMP_0000593	http://purl.obolibrary.org/obo/DOID_9672	noma	gangrene		cosine	0.6879364848136902
http://purl.obolibrary.org/obo/SYMP_0000594	http://purl.obolibrary.org/obo/DOID_0050672	dyskinetic cerebral palsy	abnormal involuntary movement	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.	cosine	0.6903003454208374
http://purl.obolibrary.org/obo/SYMP_0000594	http://purl.obolibrary.org/obo/DOID_0060052	obsolete neurological disorder	abnormal involuntary movement	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.	cosine	0.6930155754089355
http://purl.obolibrary.org/obo/SYMP_0000594	http://purl.obolibrary.org/obo/DOID_12697	locked-in syndrome	abnormal involuntary movement	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.	cosine	0.7084017992019653
http://purl.obolibrary.org/obo/SYMP_0000594	http://purl.obolibrary.org/obo/DOID_480	movement disease	abnormal involuntary movement	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.	cosine	0.7795814871788025
http://purl.obolibrary.org/obo/SYMP_0000594	http://purl.obolibrary.org/obo/DOID_543	dystonia	abnormal involuntary movement	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.	cosine	0.7713968753814697
http://purl.obolibrary.org/obo/SYMP_0000595	http://purl.obolibrary.org/obo/DOID_0111297	familial febrile seizures	febrile convulsion	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.	cosine	0.8263835310935974
http://purl.obolibrary.org/obo/SYMP_0000595	http://purl.obolibrary.org/obo/DOID_0111306	familial febrile seizures 5	febrile convulsion	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.	cosine	0.7189273238182068
http://purl.obolibrary.org/obo/SYMP_0000595	http://purl.obolibrary.org/obo/DOID_0111308	familial febrile seizures 11	febrile convulsion	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.	cosine	0.7233580350875854
http://purl.obolibrary.org/obo/SYMP_0000595	http://purl.obolibrary.org/obo/DOID_0111309	familial febrile seizures 6	febrile convulsion	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.	cosine	0.7535103559494019
http://purl.obolibrary.org/obo/SYMP_0000595	http://purl.obolibrary.org/obo/DOID_0111310	familial febrile seizures 2	febrile convulsion	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.	cosine	0.7381272315979004
http://purl.obolibrary.org/obo/SYMP_0000596	http://purl.obolibrary.org/obo/DOID_0060052	obsolete neurological disorder	convulsion	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.	cosine	0.5839287042617798
http://purl.obolibrary.org/obo/SYMP_0000596	http://purl.obolibrary.org/obo/DOID_10131	psychologic vaginismus	convulsion	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.	cosine	0.5743577480316162
http://purl.obolibrary.org/obo/SYMP_0000596	http://purl.obolibrary.org/obo/DOID_331	central nervous system disease	convulsion	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.	cosine	0.5767558217048645
http://purl.obolibrary.org/obo/SYMP_0000596	http://purl.obolibrary.org/obo/DOID_7724	obsolete generalized convulsive epilepsy	convulsion	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.	cosine	0.6060535907745361
http://purl.obolibrary.org/obo/SYMP_0000596	http://purl.obolibrary.org/obo/DOID_863	nervous system disease	convulsion	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.	cosine	0.5941646099090576
http://purl.obolibrary.org/obo/SYMP_0000597	http://purl.obolibrary.org/obo/DOID_1112	obsolete neck cancer	head and neck symptom		cosine	0.6601154208183289
http://purl.obolibrary.org/obo/SYMP_0000597	http://purl.obolibrary.org/obo/DOID_13865	facial neuralgia	head and neck symptom		cosine	0.7043588161468506
http://purl.obolibrary.org/obo/SYMP_0000597	http://purl.obolibrary.org/obo/DOID_3136	scalp dermatosis	head and neck symptom		cosine	0.6594759225845337
http://purl.obolibrary.org/obo/SYMP_0000597	http://purl.obolibrary.org/obo/DOID_449	obsolete head neoplasm	head and neck symptom		cosine	0.7125874161720276
http://purl.obolibrary.org/obo/SYMP_0000597	http://purl.obolibrary.org/obo/DOID_4725	obsolete neck neoplasm	head and neck symptom		cosine	0.6659073233604431
http://purl.obolibrary.org/obo/SYMP_0000598	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	respiratory abnormality	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.	cosine	0.697234034538269
http://purl.obolibrary.org/obo/SYMP_0000598	http://purl.obolibrary.org/obo/DOID_11091	obsolete perinatal respiratory disorder	respiratory abnormality	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.	cosine	0.6951807141304016
http://purl.obolibrary.org/obo/SYMP_0000598	http://purl.obolibrary.org/obo/DOID_1579	respiratory system disease	respiratory abnormality	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.	cosine	0.6936583518981934
http://purl.obolibrary.org/obo/SYMP_0000598	http://purl.obolibrary.org/obo/DOID_2841	asthma	respiratory abnormality	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.	cosine	0.6895405650138855
http://purl.obolibrary.org/obo/SYMP_0000598	http://purl.obolibrary.org/obo/DOID_4298	obsolete respiratory system abnormality	respiratory abnormality	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.	cosine	0.7946470975875854
http://purl.obolibrary.org/obo/SYMP_0000599	http://purl.obolibrary.org/obo/DOID_0060312	angular cheilitis	cheyne-stokes respiration	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.	cosine	0.555736243724823
http://purl.obolibrary.org/obo/SYMP_0000599	http://purl.obolibrary.org/obo/DOID_11162	respiratory failure	cheyne-stokes respiration	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.	cosine	0.5133684873580933
http://purl.obolibrary.org/obo/SYMP_0000599	http://purl.obolibrary.org/obo/DOID_13192	obsolete pulmonary congestion and hypostasis	cheyne-stokes respiration	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.	cosine	0.5096507668495178
http://purl.obolibrary.org/obo/SYMP_0000599	http://purl.obolibrary.org/obo/DOID_1762	cheilitis	cheyne-stokes respiration	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.	cosine	0.5358389616012573
http://purl.obolibrary.org/obo/SYMP_0000599	http://purl.obolibrary.org/obo/DOID_4298	obsolete respiratory system abnormality	cheyne-stokes respiration	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.	cosine	0.5380004644393921
http://purl.obolibrary.org/obo/SYMP_0000600	http://purl.obolibrary.org/obo/DOID_0050847	sleep apnea	apnea	A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).	cosine	0.8253159523010254
http://purl.obolibrary.org/obo/SYMP_0000600	http://purl.obolibrary.org/obo/DOID_0050848	obstructive sleep apnea	apnea	A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).	cosine	0.6915019154548645
http://purl.obolibrary.org/obo/SYMP_0000600	http://purl.obolibrary.org/obo/DOID_11091	obsolete perinatal respiratory disorder	apnea	A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).	cosine	0.6843324303627014
