iri	id	name	exact_synonym	related_synonym	definition
http://purl.obolibrary.org/obo/SYMP_0000424	SYMP:0000424	claudication	blockage of leg arteries	None	A pain that is characterized by a leg pain in the calf, or thigh, which is caused by inadequate blood flow to the leg muscles and is brought on by leg exercise such as walking.
http://purl.obolibrary.org/obo/SYMP_0000425	SYMP:0000425	reticulocytosis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000426	SYMP:0000426	macrocytosis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000427	SYMP:0000427	obsolete impotence	erectile dysfunction	None	A reproductive system symptom that is characterized by an abnormal physical or psychological state of a male characterized by inability to copulate because of failure to have, or maintain, an erection.
http://purl.obolibrary.org/obo/SYMP_0000428	SYMP:0000428	hypoventilation	None	None	A respiratory abnormality that is characterized by a deficient ventilation of the lungs that results in reduction in the oxygen content or increase in the carbon dioxide content of the blood or both.
http://purl.obolibrary.org/obo/SYMP_0000429	SYMP:0000429	bradypnea	abnormally slow breathing	None	A respiratory abnormality that is characterized by abnormally slow breathing.
http://purl.obolibrary.org/obo/SYMP_0000430	SYMP:0000430	pleuritic chest pain	None	None	A chest pain that is characterized by an inflammation of the pleural cavity with a sharp pain resulting from the exansion of the lungs as the inflammed pleural layers rub against each other.
http://purl.obolibrary.org/obo/SYMP_0000431	SYMP:0000431	sputum	sputum production	None	A respiratory system and chest symptom that is characterized by matter discharged from the air passages in diseases of the lungs, bronchi, or upper respiratory tract that contains mucus and often pus, blood, fibrin, or bacterial products.
http://purl.obolibrary.org/obo/SYMP_0000432	SYMP:0000432	itching	pruritus	None	A skin and integumentary tissue symptom that is characterized by an uneasy irritating sensation in the upper surface of the skin usually held to result from mild stimulation of pain receptors.
http://purl.obolibrary.org/obo/SYMP_0000433	SYMP:0000433	anasarca	generalized edema	None	Anasarca is a edema characterized as generalized edema with accumulation of serum in the connective tissue.
http://purl.obolibrary.org/obo/SYMP_0000434	SYMP:0000434	urticaria	uredo	None	A skin and integumentary tissue symptom that is characterized by raised red skin wheals (welts) commonly caused by an allergic reaction with wheals that may vary in size from about 5 mm (0.2 inches) in diameter to the size of a dinner plate that are described as severely itchy a stingnig or burning sensation, and having a pale border.
http://purl.obolibrary.org/obo/SYMP_0000435	SYMP:0000435	paresthesia	None	None	A skin and integumentary tissue symptom that is characterized by a sensation of pricking, tingling, or creeping on the skin having no objective cause and usually associated with injury or irritation of a sensory nerve or nerve root.
http://purl.obolibrary.org/obo/SYMP_0000436	SYMP:0000436	abnormal vaginal bleeding	abnormal menstruation	None	A reproductive system symptom that is characterized by bleeding from the uterus that is longer than usual or that occurs at an irregular time. Bleeding may be heavier or lighter than usual and occur often or randomly.
http://purl.obolibrary.org/obo/SYMP_0000437	SYMP:0000437	earache	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000438	SYMP:0000438	toothache	None	None	A pain that is characterized by a pain in, or about, a tooth or teeth.
http://purl.obolibrary.org/obo/SYMP_0000439	SYMP:0000439	obsolete heartburn	acid indigestion	None	Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.
http://purl.obolibrary.org/obo/SYMP_0000440	SYMP:0000440	hair loss	None	None	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.
http://purl.obolibrary.org/obo/SYMP_0000441	SYMP:0000441	elbow pain	None	None	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.
http://purl.obolibrary.org/obo/SYMP_0000442	SYMP:0000442	knee pain	None	None	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.
http://purl.obolibrary.org/obo/SYMP_0000443	SYMP:0000443	shoulder pain	None	None	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.
http://purl.obolibrary.org/obo/SYMP_0000444	SYMP:0000444	nail discoloration	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000445	SYMP:0000445	obsolete faint	fainting	None	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.
http://purl.obolibrary.org/obo/SYMP_0000446	SYMP:0000446	bloodshot eye	red eye	None	None
http://purl.obolibrary.org/obo/SYMP_0000447	SYMP:0000447	bloody sputum	None	None	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.
http://purl.obolibrary.org/obo/SYMP_0000448	SYMP:0000448	epistaxis	nosebleed	None	A nose symptom that involves a is loss of blood from the tissue lining the nose.
http://purl.obolibrary.org/obo/SYMP_0000449	SYMP:0000449	cardiogenic shock	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000450	SYMP:0000450	shock	None	None	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.
http://purl.obolibrary.org/obo/SYMP_0000451	SYMP:0000451	septic shock	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000452	SYMP:0000452	abnormal sputum	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000453	SYMP:0000453	right upper quadrant abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000454	SYMP:0000454	abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000455	SYMP:0000455	abnormal weight gain	None	None	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.
http://purl.obolibrary.org/obo/SYMP_0000456	SYMP:0000456	left upper quadrant abdominal pain	None	None	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.
http://purl.obolibrary.org/obo/SYMP_0000457	SYMP:0000457	abdominal pain	None	None	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.
http://purl.obolibrary.org/obo/SYMP_0000458	SYMP:0000458	nausea	None	None	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.
http://purl.obolibrary.org/obo/SYMP_0000459	SYMP:0000459	digestive system symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000460	SYMP:0000460	hepatomegaly	enlargement of the liver	None	None
http://purl.obolibrary.org/obo/SYMP_0000461	SYMP:0000461	abdominal symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000462	SYMP:0000462	symptom	None	None	A symptom is a perceived change in function, sensation, loss, disturbance or appearance reported by a patient indicative of a disease.
http://purl.obolibrary.org/obo/SYMP_0000463	SYMP:0000463	lack of normal physiological development	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000464	SYMP:0000464	lack of expected normal physiological development in childhood	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000465	SYMP:0000465	failure to thrive	None	None	A lack of expected normal physiological development in childhood that is characterized by a decelerated or arrested physical growth (height and weight measurements fall below the third or fifth percentile, or a downward change in growth across two major growth percentiles) and is associated with abnormal growth and development.
http://purl.obolibrary.org/obo/SYMP_0000466	SYMP:0000466	delayed milestones	developmental delay	None	A lack of expected normal physiological development in childhood that is characterized by a failure for a child to reach a significant stage at the predicted age and may include walking or talking.
http://purl.obolibrary.org/obo/SYMP_0000467	SYMP:0000467	right lower quadrant abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000468	SYMP:0000468	generalized abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000469	SYMP:0000469	epigastric abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000470	SYMP:0000470	left upper quadrant abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000471	SYMP:0000471	multiple sites abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000472	SYMP:0000472	early satiety	None	None	A nutrition, metabolism, and development symptom that is characterized by a feeling of being full after a few bites of food, or before you finish a normal-sized meal.
http://purl.obolibrary.org/obo/SYMP_0000473	SYMP:0000473	nutrition, metabolism, and development symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000474	SYMP:0000474	obsolete abnormal loss of weight and underweight	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000475	SYMP:0000475	underweight	None	None	A weight symptom that is characterized by weighing less than the normal amount for one's age, height, and build.
http://purl.obolibrary.org/obo/SYMP_0000476	SYMP:0000476	obsolete loss of weight	weight loss	None	None
http://purl.obolibrary.org/obo/SYMP_0000477	SYMP:0000477	epigastric abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000478	SYMP:0000478	abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000479	SYMP:0000479	abnormality of gait	None	None	Abnormality of gait is a nervous system and musculoskeletal system symptom characterized by a difficulty in the manner of walking or moving on foot.
http://purl.obolibrary.org/obo/SYMP_0000480	SYMP:0000480	nervous system symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000481	SYMP:0000481	persistent vegetative state	None	None	An alteration of consciousness that is characterized by an individual with severe brain damage being in a state of partial arousal rather than true awareness. After four weeks in a vegetative state, the patient is classified as being in a persistent vegetative state. After three months in the US and six months in the UK, the diagnosis is classified as a permanent vegetative state after a non-traumatic brain injury, or, one year after a traumatic injury.
http://purl.obolibrary.org/obo/SYMP_0000482	SYMP:0000482	alteration of consciousness	None	None	A neurological and physiological symptom that is characterized by any condition which is significantly different from a normal waking state.
http://purl.obolibrary.org/obo/SYMP_0000483	SYMP:0000483	left lower quadrant abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000484	SYMP:0000484	abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000485	SYMP:0000485	dysuria	painful urine discharge	None	A urinary system symptom that is characterized by the difficult, or painful, discharge of urine.
http://purl.obolibrary.org/obo/SYMP_0000486	SYMP:0000486	urinary system symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000487	SYMP:0000487	rash	erythema	None	A skin and integumentary tissue symptom that is characterized by an eruption on the body typically with little or no elevation above the surface.
http://purl.obolibrary.org/obo/SYMP_0000488	SYMP:0000488	skin and integumentary tissue symptom	None	None	A skin and integumentary tissue symptom that is characterized by the outer layer of the skin starting to replace itself. Often, this happens when skin is damaged, either by disease or injury.
http://purl.obolibrary.org/obo/SYMP_0000489	SYMP:0000489	abnormal bowel sound	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000490	SYMP:0000490	multiple sites abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000491	SYMP:0000491	continuous leakage of urine	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000492	SYMP:0000492	urinary incontinence	incontinence	None	A urinary system symptom that is characterized by the an inability of the body to control the evacuative functions.
http://purl.obolibrary.org/obo/SYMP_0000493	SYMP:0000493	dysphagia	difficulty in swallowing	None	None
http://purl.obolibrary.org/obo/SYMP_0000494	SYMP:0000494	renal colic	None	None	A colic that is characterized by a severe pain produced by the passage of a calculus from the kidney through the ureter.
http://purl.obolibrary.org/obo/SYMP_0000495	SYMP:0000495	urethral discharge	None	None	A urinary system symptom that is characterized by abnormal purulent or mucoid secretions from the penis or, rarely, the female urethra.
http://purl.obolibrary.org/obo/SYMP_0000496	SYMP:0000496	epigastric abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000497	SYMP:0000497	periumbilic abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000498	SYMP:0000498	generalized abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000499	SYMP:0000499	right upper quadrant abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000500	SYMP:0000500	right lower quadrant abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000501	SYMP:0000501	left lower quadrant abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000502	SYMP:0000502	mixed incontinence (female) (male)	None	None	A urinary incontinence that is characterized by urine leakage when you sneeze, cough, laugh, do jarring exercise, or lift something heavy. It is typically a combination of stress and urge incontinence.
http://purl.obolibrary.org/obo/SYMP_0000503	SYMP:0000503	adult failure to thrive	None	None	A nutrition, metabolism, and development symptom that is characterized by a physical decline in health seen in older adults – typically those with multiple chronic medical conditions – resulting in decreased appetite and poor nutrition, weight loss, inactivity, often accompanied by dehydration, depression, decreasing functional ability, and impaired immune function.
http://purl.obolibrary.org/obo/SYMP_0000504	SYMP:0000504	headache	cephalalgia	None	A pain that is characterized by a pain in the head.
http://purl.obolibrary.org/obo/SYMP_0000505	SYMP:0000505	throat pain	sore throat	None	A pain that is characterized by a painful throat due to inflammation of the fauces and pharynx.
http://purl.obolibrary.org/obo/SYMP_0000506	SYMP:0000506	hemorrhage from throat	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000507	SYMP:0000507	head swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000508	SYMP:0000508	aphasia	inability to comprehend language	None	A nervous system symptom that is characterized by a loss or impairment of the power to use or comprehend words usually resulting from brain damage.
http://purl.obolibrary.org/obo/SYMP_0000509	SYMP:0000509	flatulence	gas	None	None
http://purl.obolibrary.org/obo/SYMP_0000510	SYMP:0000510	pallor	paleness	None	A skin and integumentary tissue symptom that is characterized by a deficiency of color especially of the face.
http://purl.obolibrary.org/obo/SYMP_0000511	SYMP:0000511	flushing	None	None	A skin and integumentary tissue symptom that is characterized by a markedly red flush in a persons face and often other areas of the skin, from various physiological conditions. Flushing is generally distinguished, despite a close physiological relation between them, from blushing, which is milder, generally restricted to the face or cheeks, and generally assumed to reflect embarrassment. Flushing is also a cardinal symptom of carcinoid syndrome the syndrome that results from hormones (often serotonin or histamine) being secreted into systemic circulation.
http://purl.obolibrary.org/obo/SYMP_0000512	SYMP:0000512	male stress incontinence	None	None	A stress incontinence that is characterized by a compromised external urinary sphincter muscle resulting from surgical or radiotherapeutic manipulation.
http://purl.obolibrary.org/obo/SYMP_0000513	SYMP:0000513	stridor	None	None	An abnormal chest sound that is characterized by a harsh vibrating sound heard during respiration in cases of obstruction of the air passages.
http://purl.obolibrary.org/obo/SYMP_0000514	SYMP:0000514	respiratory system and chest symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000515	SYMP:0000515	hiccough	None	None	A respiratory system and chest symptom that is characterized by a spasmodic inhalation with closure of the glottis accompanied by a peculiar sound.
http://purl.obolibrary.org/obo/SYMP_0000516	SYMP:0000516	lump in chest	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000517	SYMP:0000517	hemoptysis	coughing up of blood	None	A respiratory system and chest symptom that is characterized by an expectoration of blood from some part of the respiratory tract.
http://purl.obolibrary.org/obo/SYMP_0000518	SYMP:0000518	generalized abdominal pain	None	None	An abdominal pain that is characterized by being diffuse or widespread and affecting or involving all of the abdomen.
http://purl.obolibrary.org/obo/SYMP_0000519	SYMP:0000519	abnormal feces	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000520	SYMP:0000520	visible peristalsis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000521	SYMP:0000521	enlargement of lymph nodes	swollen lymph glands	None	None
http://purl.obolibrary.org/obo/SYMP_0000522	SYMP:0000522	feeding difficulties and mismanagement	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000523	SYMP:0000523	anorexia	None	None	A nutrition, metabolism, and development symptom that is characterized by a loss of appetite especially when prolonged.
http://purl.obolibrary.org/obo/SYMP_0000524	SYMP:0000524	polyphagia	None	None	A nutrition, metabolism, and development symptom that is characterized by an excessive appetite or eating.
http://purl.obolibrary.org/obo/SYMP_0000525	SYMP:0000525	transient alteration of awareness	None	None	An alteration of consciousness that is characterized by a brief (transient) episode of losing normal awareness or behavior.
http://purl.obolibrary.org/obo/SYMP_0000526	SYMP:0000526	ascites	hydroperitoneum	None	An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.
http://purl.obolibrary.org/obo/SYMP_0000527	SYMP:0000527	undiagnosed cardiac murmur	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000528	SYMP:0000528	cardiovascular system symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000529	SYMP:0000529	tachycardia	None	None	Tachycardia is a cardiovascular system symptom consisting of a relatively rapid heart action whether physiological (as after exercise) or pathological.
http://purl.obolibrary.org/obo/SYMP_0000530	SYMP:0000530	palpitation	abnormal heart beats	None	Palpitation is a cardiovascykar system symptom characterized by an abnormal awareness of the beating of the heart,whether it is too slow, too fast, irregular, or at its normal frequency when excited by violent exertion, strong emotion, or disease.
http://purl.obolibrary.org/obo/SYMP_0000531	SYMP:0000531	splenomegaly	esplenomegaly	None	None
http://purl.obolibrary.org/obo/SYMP_0000532	SYMP:0000532	urge incontinence	None	None	A urinary incontinence that is characterized by an involuntary leakage of urine from the bladder when a sudden strong need to urinate is felt, even when the bladder isn't full.
http://purl.obolibrary.org/obo/SYMP_0000533	SYMP:0000533	post-void dribbling	None	None	A urinary incontinence that is characterized by urine remaining in the urethra after voiding the bladder that slowly leaks out after urination.
http://purl.obolibrary.org/obo/SYMP_0000534	SYMP:0000534	spontaneous ecchymoses	None	None	A skin and integumentary tissue symptom that is characterized by the spontaneous escape of blood into the tissues from ruptured blood vessels marked by a livid black-and-blue or purple spot or area.
http://purl.obolibrary.org/obo/SYMP_0000535	SYMP:0000535	change in skin texture	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000536	SYMP:0000536	disturbance of skin sensation	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000537	SYMP:0000537	cyanosis	None	None	A skin and integumentary tissue symptom that is characterized by a bluish or purplish discoloration (as of skin) due to deficient oxygenation of the blood.
http://purl.obolibrary.org/obo/SYMP_0000538	SYMP:0000538	edema	dropsy	None	A skin and integumentary tissue symptom that is characterized by an abnormal excess accumulation of serous fluid in connective tissue or in a serous cavity.
http://purl.obolibrary.org/obo/SYMP_0000539	SYMP:0000539	jaundice	icterus	None	A skin and integumentary tissue symptom that is characterized by a yellowish pigmentation of the skin, tissues, and certain body fluids is caused by the deposition of bile pigments that follows interference with normal production and discharge of bile (as in certain liver diseases) or excessive breakdown of red blood cells (as after internal hemorrhage or in various hemolytic states).
http://purl.obolibrary.org/obo/SYMP_0000540	SYMP:0000540	painful respiration	None	None	A respiratory system and chest symptom that is characterized by a feeling of discomfort when breathing in or out.  The pain may be the result of infection, musculoskeletal injury, and heart problems.
http://purl.obolibrary.org/obo/SYMP_0000541	SYMP:0000541	periumbilic abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000542	SYMP:0000542	epigastric abdominal pain	None	None	An abdominal pain that is characterized by occurring in the epigastrium, i.e. the upper part of the abdomen below the rib cage.
http://purl.obolibrary.org/obo/SYMP_0000543	SYMP:0000543	memory loss	None	None	A neurological and physiological symptom that is characterized by an unusual forgetfulness. One may not be able to remember new events, recall one or more memories of the past, or both.  Memory loss may be for a short time and then resolve (transient), or it may not go away and get worse over time.
http://purl.obolibrary.org/obo/SYMP_0000544	SYMP:0000544	transient paralysis of limb	None	None	A paralysis that is characterized by a loss of some, or all, muscle control in a limb, and which lasts for only a short time (i.e. is temporary).
http://purl.obolibrary.org/obo/SYMP_0000545	SYMP:0000545	multiple sites abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000546	SYMP:0000546	right lower quadrant abdominal pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000547	SYMP:0000547	right upper quadrant abdominal pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000548	SYMP:0000548	right lower quadrant abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000549	SYMP:0000549	generalized abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000550	SYMP:0000550	clubbing of fingers	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000551	SYMP:0000551	disturbances of sensation of smell and taste	taste alteration	None	None
http://purl.obolibrary.org/obo/SYMP_0000552	SYMP:0000552	meningismus	None	None	A nervous system symptom that is characterized by a state of meningeal irritation with symptoms suggesting meningitis that often occurs at the onset of acute febrile diseases especially in children.
http://purl.obolibrary.org/obo/SYMP_0000553	SYMP:0000553	neurologic neglect syndrome	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000554	SYMP:0000554	left lower quadrant abdominal rigidity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000555	SYMP:0000555	left upper quadrant abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000556	SYMP:0000556	localized superficial lump	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000557	SYMP:0000557	urinary retention	retention of urine	None	A urinary system symptom that is characterized by an inability to empty the bladder completely during the process of voiding (urination).
http://purl.obolibrary.org/obo/SYMP_0000558	SYMP:0000558	incomplete bladder emptying	None	None	A urinary system symptom that is characterized by a bladder that is not empty.
http://purl.obolibrary.org/obo/SYMP_0000559	SYMP:0000559	voice disturbance	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000560	SYMP:0000560	polydipsia	None	None	A nutrition, metabolism, and development symptom that is characterized by an excessive or abnormal thirst.
http://purl.obolibrary.org/obo/SYMP_0000561	SYMP:0000561	multiple sites abdominal pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000562	SYMP:0000562	right upper quadrant abdominal swelling	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000563	SYMP:0000563	urinary frequency	frequent urination	nocturia	A urinary system symptom that is characterized by the need to urinate many times during the day, at night, or both but in normal or less-than-normal volumes.  Frequency may be accompanied by a sensation of an urgent need to void (urgency of urination).
http://purl.obolibrary.org/obo/SYMP_0000564	SYMP:0000564	nocturia	nycturia	None	A urinary system symptom that is characterized by urination at night especially when excessive.
http://purl.obolibrary.org/obo/SYMP_0000565	SYMP:0000565	polyuria	excessive secretion of urine	None	A urinary system symptom that is characterized by the excessive secretion of urine.
http://purl.obolibrary.org/obo/SYMP_0000566	SYMP:0000566	sleep disturbance	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000567	SYMP:0000567	general symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000568	SYMP:0000568	short stature	None	None	A lack of expected normal physiological development in childhood that is characterized by an individual's height being in the 3rd percentile for the mean height of a given age, sex, and population group.
http://purl.obolibrary.org/obo/SYMP_0000569	SYMP:0000569	oliguria	None	None	A urinary system symptom that is characterized by the reduced excretion of urine.
http://purl.obolibrary.org/obo/SYMP_0000570	SYMP:0000570	diarrhea	bacterial gastroenteritis	None	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000571	SYMP:0000571	insomnia	agrypnia	None	Insomnia is a sleep disturbance characterized by prolonged and usually abnormal inability to obtain adequate sleep.
http://purl.obolibrary.org/obo/SYMP_0000572	SYMP:0000572	splitting of urinary stream	None	None	A urinary stream symptom that is characterized by a split in the urine flow resulting in it streaming in two directions.
http://purl.obolibrary.org/obo/SYMP_0000573	SYMP:0000573	urinary stream symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000574	SYMP:0000574	aphonia	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000575	SYMP:0000575	precordial pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000576	SYMP:0000576	chest pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000577	SYMP:0000577	fussy infant	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000578	SYMP:0000578	incontinence without sensory awareness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000579	SYMP:0000579	insomnia with sleep apnea	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000580	SYMP:0000580	dysfunctions associated with sleep stages	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000581	SYMP:0000581	sleep apnea	None	None	An apnea that is characterized by brief periods of recurrent cessation of breathing during sleep that is caused especially by obstruction of the airway or a disturbance in the brain's respiratory center and is associated especially with excessive daytime sleepiness.
http://purl.obolibrary.org/obo/SYMP_0000582	SYMP:0000582	hypersomnia	None	None	Hypersomnia is a sleep disturbance characterized by sleeping for excessive periods at intervals with intervening periods of normal duration of sleeping and waking.
http://purl.obolibrary.org/obo/SYMP_0000583	SYMP:0000583	hypersomnia with sleep apnea	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000584	SYMP:0000584	disruptions of 24-hour sleep-wake cycle	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000585	SYMP:0000585	sleep related movement disorder	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000586	SYMP:0000586	overflow incontinence	None	None	A urinary incontinence that is characterized by a bladder that does not empty completely, resulting in a bladder that is too full, which leads to overflow and unexpected leaking.
http://purl.obolibrary.org/obo/SYMP_0000587	SYMP:0000587	abnormal chest sound	None	None	A respiratory system and chest symptom that is characterized by a sound of breathing that is not similar to that of the sound of moving air and may include: rhonchi (a low-pitched breath sound), crackles (a high-pitched breath sound), wheezing (a high-pitched whistling sound caused by narrowing of the bronchial tubes), and stridor (a harsh, vibratory sound caused by narrowing of the upper airway).
http://purl.obolibrary.org/obo/SYMP_0000588	SYMP:0000588	extravasation of urine	None	None	A urinary system symptom that is characterized by an injury of the urethra in its bulbous or membranous portion, which leads to a collection of urine in other cavities, such as the perineal space, the scrotum, the penis and the connective tissue of the anterior abdominal wall.
http://purl.obolibrary.org/obo/SYMP_0000589	SYMP:0000589	slowing of urinary stream	None	None	A urinary stream symptom that is characterized by a slow or weak stream of urine.
http://purl.obolibrary.org/obo/SYMP_0000590	SYMP:0000590	urinary urgency	urgency of urination	None	A urinary system symptom that is characterized by a strong and immediate need to urinate due to an increase in pressure in the bladder, resulting in difficulty to hold in the urine. This can occur regardless of whether the bladder is full.
http://purl.obolibrary.org/obo/SYMP_0000591	SYMP:0000591	left upper quadrant abdominal tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000592	SYMP:0000592	excessive crying of infant	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000593	SYMP:0000593	gangrene	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000594	SYMP:0000594	abnormal involuntary movement	None	None	A nervous system symptom that is characterized by an inability to control bodily movement and may be a symptom of cerebrovascular diseases, dyskinesia, tremor, chorea, dystonia and myoclonus.
http://purl.obolibrary.org/obo/SYMP_0000595	SYMP:0000595	febrile convulsion	febrile seizure	None	A convulsion that is characterized by occurring in young children between six months and five years of age and which is triggered by fever.
http://purl.obolibrary.org/obo/SYMP_0000596	SYMP:0000596	convulsion	None	None	A nervous system symptom that is characterized by an abnormal violent and involuntary contraction or series of contractions of the muscles.
http://purl.obolibrary.org/obo/SYMP_0000597	SYMP:0000597	head and neck symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000598	SYMP:0000598	respiratory abnormality	None	None	A respiratory system and chest symptom that is characterized by a respiration that is not normal and may include, but is not limited to: apnea, eupnea, orthopnea, dyspnea hyperpnea, hyperventilation, hypoventilation, tachypnea, Kussmaul respiration, Cheyne-Stokes respiration, sighing respiration, Biot respiration, apneustic breathing, central neurogenic hyperventilation, and central neurogenic hypoventilation.
http://purl.obolibrary.org/obo/SYMP_0000599	SYMP:0000599	cheyne-stokes respiration	None	None	A respiratory abnormality that is characterized by a specific form of periodic breathing (waxing and waning amplitude of flow or tidal volume) characterized by a crescendo-decrescendo pattern of respiration between central apneas or central hypopneas.
http://purl.obolibrary.org/obo/SYMP_0000600	SYMP:0000600	apnea	None	None	A respiratory abnormality that is characterized by transient cessation of respiration whether normal (as in hibernating animals) or abnormal (as that caused by certain drugs).
