symp_iri	doid_iri	symptom_name	disease_name	symptom_definition	disease_definition	method	score
http://purl.obolibrary.org/obo/SYMP_0000439	http://purl.obolibrary.org/obo/DOID_13976	obsolete heartburn	peptic esophagitis	Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.		cosine	0.5448846817016602
http://purl.obolibrary.org/obo/SYMP_0000439	http://purl.obolibrary.org/obo/DOID_6050	obsolete heartburn	esophageal disease	Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.	A gastrointestinal system disease that is located in the esophagus.	cosine	0.5307045578956604
http://purl.obolibrary.org/obo/SYMP_0000439	http://purl.obolibrary.org/obo/DOID_6270	obsolete heartburn	gastric cardia carcinoma	Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.		cosine	0.5309504866600037
http://purl.obolibrary.org/obo/SYMP_0000439	http://purl.obolibrary.org/obo/DOID_8534	obsolete heartburn	gastroesophageal reflux disease	Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.		cosine	0.5584483742713928
http://purl.obolibrary.org/obo/SYMP_0000440	http://purl.obolibrary.org/obo/DOID_0050634	hair loss	alopecia universalis	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.	An alopecia characterized by the complete loss of hair on the scalp and body.	cosine	0.7188607454299927
http://purl.obolibrary.org/obo/SYMP_0000440	http://purl.obolibrary.org/obo/DOID_0080627	hair loss	alopecia-mental retardation syndrome	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.	A syndrome that is characterized by loss of hair on the scalp, eyebrows, eyelashes, axillas and pubic hair, in addition to mild to severe intellectual disability.	cosine	0.6614356637001038
http://purl.obolibrary.org/obo/SYMP_0000440	http://purl.obolibrary.org/obo/DOID_0111702	hair loss	loose anagen hair syndrome	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.	An alopecia characterized by anagen phase (actively growing) hair that is easily pulled from the scalp typically presenting in childhood in fair haired individuals and improving with age.	cosine	0.6539298892021179
http://purl.obolibrary.org/obo/SYMP_0000440	http://purl.obolibrary.org/obo/DOID_421	hair loss	hair disease	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.	An integumentary system disease that is located in hair.	cosine	0.7013790011405945
http://purl.obolibrary.org/obo/SYMP_0000440	http://purl.obolibrary.org/obo/DOID_987	hair loss	alopecia	A hair symptom that is characterized by the stopping of hair growth (regeneration), which may be a result of hereditary hair loss, immune system overreacts, drugs and treatments, harsh hair-care products, and other factors.	A hypotrichosis that is characterized by a loss of hair from the head or body.	cosine	0.7025195360183716
http://purl.obolibrary.org/obo/SYMP_0000441	http://purl.obolibrary.org/obo/DOID_12582	elbow pain	obsolete enthesopathy of elbow	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.		cosine	0.7457130551338196
http://purl.obolibrary.org/obo/SYMP_0000441	http://purl.obolibrary.org/obo/DOID_14087	elbow pain	epicondylitis	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.	A bone inflammation disease that results in inflammation located in epicondyle.	cosine	0.6925827860832214
http://purl.obolibrary.org/obo/SYMP_0000441	http://purl.obolibrary.org/obo/DOID_14276	elbow pain	shoulder impingement syndrome	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.		cosine	0.6039592623710632
http://purl.obolibrary.org/obo/SYMP_0000441	http://purl.obolibrary.org/obo/DOID_2092	elbow pain	transient arthritis	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.		cosine	0.6590229272842407
http://purl.obolibrary.org/obo/SYMP_0000441	http://purl.obolibrary.org/obo/DOID_848	elbow pain	arthritis	A joint pain that is characterized by a pain situated, or occurring, in or around the elbow.	A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located in joint.	cosine	0.7115660905838013
http://purl.obolibrary.org/obo/SYMP_0000442	http://purl.obolibrary.org/obo/DOID_10471	knee pain	patellar tendinitis	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.		cosine	0.6788586974143982
http://purl.obolibrary.org/obo/SYMP_0000442	http://purl.obolibrary.org/obo/DOID_14284	knee pain	patellofemoral pain syndrome	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.		cosine	0.7204511761665344
http://purl.obolibrary.org/obo/SYMP_0000442	http://purl.obolibrary.org/obo/DOID_8398	knee pain	osteoarthritis	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.	An arthritis that has material basis in worn out cartilage located in joint.	cosine	0.6775344014167786
http://purl.obolibrary.org/obo/SYMP_0000442	http://purl.obolibrary.org/obo/DOID_848	knee pain	arthritis	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.	A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located in joint.	cosine	0.7426043152809143
http://purl.obolibrary.org/obo/SYMP_0000442	http://purl.obolibrary.org/obo/DOID_9359	knee pain	obsolete enthesopathy of knee	A joint pain that is characterized by a pain situated, or occurring, in or around the knee.		cosine	0.7147508859634399
http://purl.obolibrary.org/obo/SYMP_0000443	http://purl.obolibrary.org/obo/DOID_12702	shoulder pain	obsolete Rotator cuff shoulder syndrome and allied disorder	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.		cosine	0.7134419083595276
http://purl.obolibrary.org/obo/SYMP_0000443	http://purl.obolibrary.org/obo/DOID_14276	shoulder pain	shoulder impingement syndrome	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.		cosine	0.7759889960289001
http://purl.obolibrary.org/obo/SYMP_0000443	http://purl.obolibrary.org/obo/DOID_431	shoulder pain	myofascial pain syndrome	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.		cosine	0.6758487820625305
http://purl.obolibrary.org/obo/SYMP_0000443	http://purl.obolibrary.org/obo/DOID_6590	shoulder pain	spondylitis	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.		cosine	0.6345601677894592
http://purl.obolibrary.org/obo/SYMP_0000443	http://purl.obolibrary.org/obo/DOID_971	shoulder pain	tendinitis	A joint pain that is characterized by a pain situated, or occurring, in or around the shoulder.		cosine	0.6338638663291931
http://purl.obolibrary.org/obo/SYMP_0000444	http://purl.obolibrary.org/obo/DOID_0080081	nail discoloration	nonsyndromic congenital nail disorder 3		A nonsyndromic congenital nail disorder that is characterized by white discoloration of the nails.	cosine	0.7290205359458923
http://purl.obolibrary.org/obo/SYMP_0000444	http://purl.obolibrary.org/obo/DOID_0080088	nail discoloration	obsolete nonsyndromic congenital nail disorder 10			cosine	0.733184278011322
http://purl.obolibrary.org/obo/SYMP_0000444	http://purl.obolibrary.org/obo/DOID_2498	nail discoloration	tooth erosion			cosine	0.6822935342788696
http://purl.obolibrary.org/obo/SYMP_0000444	http://purl.obolibrary.org/obo/DOID_4123	nail discoloration	nail disease		An integumentary system disease that is located in nail.	cosine	0.7358017563819885
http://purl.obolibrary.org/obo/SYMP_0000444	http://purl.obolibrary.org/obo/DOID_609	nail discoloration	obsolete skin abnormality			cosine	0.678737461566925
http://purl.obolibrary.org/obo/SYMP_0000445	http://purl.obolibrary.org/obo/DOID_12061	obsolete faint	obsolete fetal blood loss	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.		cosine	0.5571067333221436
http://purl.obolibrary.org/obo/SYMP_0000445	http://purl.obolibrary.org/obo/DOID_12380	obsolete faint	obsolete predominant disturbance of consciousness	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.		cosine	0.6096358895301819
http://purl.obolibrary.org/obo/SYMP_0000445	http://purl.obolibrary.org/obo/DOID_1432	obsolete faint	blindness	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.	An eye disease characterized by a lack or loss of vision.	cosine	0.5687547922134399
http://purl.obolibrary.org/obo/SYMP_0000445	http://purl.obolibrary.org/obo/DOID_1607	obsolete faint	hypoglycemic coma	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.	A brain disease that is characterized by coma or unconsciousness, develops from a prolonged insufficient supply of glucose to the brain, has symptom decreased cognition, has symptom seizure, and has symptom coma.	cosine	0.5928019881248474
http://purl.obolibrary.org/obo/SYMP_0000445	http://purl.obolibrary.org/obo/DOID_2233	obsolete faint	obsolete partial epilepsy with impairment of consciousness	Faint is a alteration of consciousness characterized by a loss of consciousness because of a temporary decrease in the blood supply to the brain.		cosine	0.5989626049995422
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_11766	bloodshot eye	blind hypotensive eye			cosine	0.7464933395385742
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_12514	bloodshot eye	retinal perforation			cosine	0.7278273701667786
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_12668	bloodshot eye	abnormal retinal correspondence			cosine	0.7408666014671326
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_2569	bloodshot eye	retinal drusen			cosine	0.7254647016525269
http://purl.obolibrary.org/obo/SYMP_0000446	http://purl.obolibrary.org/obo/DOID_790	bloodshot eye	ocular hypotension			cosine	0.738048791885376
http://purl.obolibrary.org/obo/SYMP_0000447	http://purl.obolibrary.org/obo/DOID_12375	bloody sputum	bronchopneumonia	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.	A pneumonia involving inflammation of lungs that begins in the terminal bronchioles, which become clogged with thick mucus that forms consolidated patches in adjacent lobules. It is caused by bacteria and viruses.	cosine	0.6055047512054443
http://purl.obolibrary.org/obo/SYMP_0000447	http://purl.obolibrary.org/obo/DOID_14319	bloody sputum	pleuropneumonia	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.	A pneumonia accompanied by inflammation of the pleura and accumulation of pus in the pleural space caused by bacteria.	cosine	0.5853070020675659
http://purl.obolibrary.org/obo/SYMP_0000447	http://purl.obolibrary.org/obo/DOID_3798	bloody sputum	pleural empyema	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.	A soft tissue infectious disease that involves accumulation of pus in the pleural cavity as a result of infection within the lung (pneumonia) or a lung abscess spreading into the space. The symptoms include cough, fever, chest pain, sweating and shortness of breath.	cosine	0.5565882325172424
http://purl.obolibrary.org/obo/SYMP_0000447	http://purl.obolibrary.org/obo/DOID_552	bloody sputum	pneumonia	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.	A lung disease that involves lung parenchyma or alveolar inflammation and abnormal alveolar filling with fluid (consolidation and exudation). It results from a variety of causes including infection with bacteria, viruses, fungi or parasites, and chemical or physical injury to the lungs. It is accompanied by fever, chills, cough, and difficulty in breathing.	cosine	0.5637009143829346
http://purl.obolibrary.org/obo/SYMP_0000447	http://purl.obolibrary.org/obo/DOID_9305	bloody sputum	splenic tuberculosis	A sputum that is characterized by blood or bloody mucus discharged from the air passages caused by common forms of infection in the lungs and airways, such as acute bronchitis or pneumonia. Bloody sputum can also come from cancer of the lung.	An abdominal tuberculosis that results in formation of granulomas or abscesses located in spleen.	cosine	0.549530029296875
http://purl.obolibrary.org/obo/SYMP_0000448	http://purl.obolibrary.org/obo/DOID_10813	epistaxis	nasal cavity lymphoma	A nose symptom that involves a is loss of blood from the tissue lining the nose.		cosine	0.5587738156318665
http://purl.obolibrary.org/obo/SYMP_0000448	http://purl.obolibrary.org/obo/DOID_11990	epistaxis	ulceroglandular tularemia	A nose symptom that involves a is loss of blood from the tissue lining the nose.	A tularemia that results in painful regional lymphadenopathy and an ulcerated skin lesion.	cosine	0.5557440519332886
http://purl.obolibrary.org/obo/SYMP_0000448	http://purl.obolibrary.org/obo/DOID_1352	epistaxis	paranasal sinus disease	A nose symptom that involves a is loss of blood from the tissue lining the nose.		cosine	0.5532252192497253
http://purl.obolibrary.org/obo/SYMP_0000448	http://purl.obolibrary.org/obo/DOID_2163	epistaxis	nasal cavity disease	A nose symptom that involves a is loss of blood from the tissue lining the nose.		cosine	0.6802238821983337
http://purl.obolibrary.org/obo/SYMP_0000448	http://purl.obolibrary.org/obo/DOID_2825	epistaxis	nose disease	A nose symptom that involves a is loss of blood from the tissue lining the nose.		cosine	0.7130652070045471
http://purl.obolibrary.org/obo/SYMP_0000449	http://purl.obolibrary.org/obo/DOID_5843	cardiogenic shock	posteroinferior myocardial infarction			cosine	0.7244651317596436
http://purl.obolibrary.org/obo/SYMP_0000449	http://purl.obolibrary.org/obo/DOID_5854	cardiogenic shock	silent myocardial infarction			cosine	0.7191072702407837
http://purl.obolibrary.org/obo/SYMP_0000449	http://purl.obolibrary.org/obo/DOID_5855	cardiogenic shock	anteroseptal myocardial infarction			cosine	0.724762499332428
http://purl.obolibrary.org/obo/SYMP_0000449	http://purl.obolibrary.org/obo/DOID_9408	cardiogenic shock	acute myocardial infarction			cosine	0.7367990612983704
http://purl.obolibrary.org/obo/SYMP_0000449	http://purl.obolibrary.org/obo/DOID_9767	cardiogenic shock	myocardial stunning			cosine	0.7653126120567322
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_0060319	shock	cardiac arrest	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.	A congestive heart failure characterized by a sudden stop in effective blood circulation due to the failure of the heart to contract effectively or at all.	cosine	0.5319796800613403
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_14115	shock	toxic shock syndrome	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.	A commensal bacterial infectious disease that results in infection, has material basis in Streptococcus pyogenes or has material basis in Staphylococcus aureus, which produce toxins that are absorbed systemically and produce the systemic manifestations. The infection has symptom fever, has symptom rash, has symptom hypotension, has symptom multiorgan failure, has symptom desquamation, has symptom vomiting, has symptom diarrhea, has symptom headache, and has symptom nonfocal neurologic abnormalities.	cosine	0.5327044725418091
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_1672	shock	spontaneous tension pneumothorax	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.	A pneumothorax that is characterized by a pneumothorax in which the pressure of intrapleural gas exceeds atmospheric pressure resulting in acute onset chest pain and shortness of breath.	cosine	0.5140566825866699
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_6000	shock	congestive heart failure	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.	A heart disease that is characterized by any structural or functional cardiac disorder that impairs the ability of the heart to fill with or pump a sufficient amount of blood throughout the body.	cosine	0.5313438177108765
http://purl.obolibrary.org/obo/SYMP_0000450	http://purl.obolibrary.org/obo/DOID_8615	shock	obsolete spontaneous abortion complicated by shock	A cardiovascular system symptom that is characterized as a state of profound depression of the vital processes of the body that is characterized by pallor, rapid but weak pulse, rapid and shallow respiration, reduced total blood volume, and low blood pressure and that is caused usually by severe especially crushing injuries, hemorrhage, burns, or major surgery.		cosine	0.5347027778625488
http://purl.obolibrary.org/obo/SYMP_0000451	http://purl.obolibrary.org/obo/DOID_11056	septic shock	obsolete Pasteurella hemorrhagic septicemia			cosine	0.726814329624176
http://purl.obolibrary.org/obo/SYMP_0000451	http://purl.obolibrary.org/obo/DOID_13644	septic shock	obsolete streptococcal septicemia			cosine	0.7240458130836487
http://purl.obolibrary.org/obo/SYMP_0000451	http://purl.obolibrary.org/obo/DOID_1465	septic shock	obsolete Salmonella septicemia			cosine	0.7288949489593506
http://purl.obolibrary.org/obo/SYMP_0000451	http://purl.obolibrary.org/obo/DOID_2910	septic shock	obsolete septic abortion			cosine	0.7950929999351501
http://purl.obolibrary.org/obo/SYMP_0000451	http://purl.obolibrary.org/obo/DOID_5846	septic shock	septal myocardial infarction			cosine	0.7529065012931824
http://purl.obolibrary.org/obo/SYMP_0000452	http://purl.obolibrary.org/obo/DOID_1141	abnormal sputum	obsolete alternating exotropia with V pattern			cosine	0.7304391860961914
http://purl.obolibrary.org/obo/SYMP_0000452	http://purl.obolibrary.org/obo/DOID_1142	abnormal sputum	alternating exotropia			cosine	0.7574790716171265
http://purl.obolibrary.org/obo/SYMP_0000452	http://purl.obolibrary.org/obo/DOID_1227	abnormal sputum	neutropenia			cosine	0.7325848340988159
http://purl.obolibrary.org/obo/SYMP_0000452	http://purl.obolibrary.org/obo/DOID_1913	abnormal sputum	obsolete alternating exotropia with A pattern			cosine	0.7566387057304382
http://purl.obolibrary.org/obo/SYMP_0000452	http://purl.obolibrary.org/obo/DOID_609	abnormal sputum	obsolete skin abnormality			cosine	0.729320764541626
http://purl.obolibrary.org/obo/SYMP_0000453	http://purl.obolibrary.org/obo/DOID_12234	right upper quadrant abdominal rigidity	cascade stomach			cosine	0.6649210453033447
http://purl.obolibrary.org/obo/SYMP_0000453	http://purl.obolibrary.org/obo/DOID_254	right upper quadrant abdominal rigidity	hemangioma of intra-abdominal structure			cosine	0.695005476474762
http://purl.obolibrary.org/obo/SYMP_0000453	http://purl.obolibrary.org/obo/DOID_3878	right upper quadrant abdominal rigidity	obsolete intestinal pseudo-obstruction			cosine	0.668064296245575
http://purl.obolibrary.org/obo/SYMP_0000453	http://purl.obolibrary.org/obo/DOID_8437	right upper quadrant abdominal rigidity	intestinal obstruction			cosine	0.6972530484199524
http://purl.obolibrary.org/obo/SYMP_0000453	http://purl.obolibrary.org/obo/DOID_8448	right upper quadrant abdominal rigidity	intestinal impaction			cosine	0.6602020263671875
http://purl.obolibrary.org/obo/SYMP_0000454	http://purl.obolibrary.org/obo/DOID_10486	abdominal rigidity	intestinal atresia			cosine	0.6750000715255737
http://purl.obolibrary.org/obo/SYMP_0000454	http://purl.obolibrary.org/obo/DOID_12234	abdominal rigidity	cascade stomach			cosine	0.6984933614730835
http://purl.obolibrary.org/obo/SYMP_0000454	http://purl.obolibrary.org/obo/DOID_3229	abdominal rigidity	gastric dilatation			cosine	0.6901807188987732
http://purl.obolibrary.org/obo/SYMP_0000454	http://purl.obolibrary.org/obo/DOID_8437	abdominal rigidity	intestinal obstruction			cosine	0.7258377075195312
http://purl.obolibrary.org/obo/SYMP_0000454	http://purl.obolibrary.org/obo/DOID_8448	abdominal rigidity	intestinal impaction			cosine	0.7192057967185974
http://purl.obolibrary.org/obo/SYMP_0000455	http://purl.obolibrary.org/obo/DOID_11981	abnormal weight gain	morbid obesity	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.		cosine	0.7015828490257263
http://purl.obolibrary.org/obo/SYMP_0000455	http://purl.obolibrary.org/obo/DOID_4499	abnormal weight gain	obsolete child nutrition disorder	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.		cosine	0.583690345287323
http://purl.obolibrary.org/obo/SYMP_0000455	http://purl.obolibrary.org/obo/DOID_8670	abnormal weight gain	eating disorder	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.	A disease of mental health that is characterized by abnormal eating habits that may involve either insufficient or excessive food intake to the detriment of an individual's physical and emotional health.	cosine	0.5985594987869263
http://purl.obolibrary.org/obo/SYMP_0000455	http://purl.obolibrary.org/obo/DOID_8689	abnormal weight gain	anorexia nervosa	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.	An eating disorder characterized by refusal to maintain a healthy body weight, and an obsessive fear of gaining weight due to a distorted self image.	cosine	0.6407991647720337
http://purl.obolibrary.org/obo/SYMP_0000455	http://purl.obolibrary.org/obo/DOID_9970	abnormal weight gain	obesity	A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying.	An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has material basis in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness.	cosine	0.6601089835166931
http://purl.obolibrary.org/obo/SYMP_0000456	http://purl.obolibrary.org/obo/DOID_0060189	left upper quadrant abdominal pain	ileitis	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.	An inflammatory bowel disease characterized by inflammation located in ileum, has symptom diarrhea, has symptom abdominal pain, often in the right lower quadrant, has symptom weight loss.	cosine	0.6093131899833679
http://purl.obolibrary.org/obo/SYMP_0000456	http://purl.obolibrary.org/obo/DOID_122	left upper quadrant abdominal pain	obsolete abdominal cancer	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.	A cancer by anatomical entitiy that affects the organs in the abdominal cavity.	cosine	0.5767276287078857
http://purl.obolibrary.org/obo/SYMP_0000456	http://purl.obolibrary.org/obo/DOID_4033	left upper quadrant abdominal pain	bacterial gastritis	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.	A gastritis that involves inflammation of the stomach lining caused by bacteria. The disease has symptom abdominal pain, has symptom indigestion, has symptom ulcer formation, has symptom abdominal bloating, has symptom nausea and has symptom vomiting.	cosine	0.5883033871650696
http://purl.obolibrary.org/obo/SYMP_0000456	http://purl.obolibrary.org/obo/DOID_8337	left upper quadrant abdominal pain	appendicitis	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.	An appendix disease that involves inflammation and infection of the appendix caused by the blockage of the lumen with a small, hard piece of stool, a foreign body or worms. Mucus backs up in the appendiceal lumen, causing bacteria that live inside the appendix to multiply. The infection has symptom pain, in the upper abdomen initially and later in the lower abdomen, has symptom nausea, has symptom vomiting and has symptom fever.	cosine	0.5938265919685364
http://purl.obolibrary.org/obo/SYMP_0000456	http://purl.obolibrary.org/obo/DOID_8577	left upper quadrant abdominal pain	ulcerative colitis	An abdominal pain that is characterized by occurring in the left upper quadrant abdominal pain of the abdomen that can be caused by a stomach ulcer, acute gastritis, a viral infection, or indigestion, or may be an issue with one's lungs.	A colitis that is predominantly confined to the mucosa located in colon and includes characteristic ulcers, or open sores.	cosine	0.6074932217597961
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_0080743	abdominal pain	transverse myelitis	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.	A myelitis that is characterized by a band-like sensation across the trunk of the body, with sensory changes below.	cosine	0.6600943803787231
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_122	abdominal pain	obsolete abdominal cancer	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.	A cancer by anatomical entitiy that affects the organs in the abdominal cavity.	cosine	0.7279617786407471
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_284	abdominal pain	obsolete malignant neoplasm of abdomen	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.		cosine	0.6656177043914795
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_5517	abdominal pain	stomach carcinoma	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.	A stomach cancer that is located in the stomach.	cosine	0.6682729721069336
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_7693	abdominal pain	abdominal aortic aneurysm	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.	An aortic aneurysm that is located in the abdominal aorta.	cosine	0.6572846174240112
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_11092	nausea	obsolete Salmonella gastroenteritis	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.	A Salmonella infectious disease that involves inflammation of the stomach and intestines caused by Salmonella infection. The symptoms include diarrhea, vomiting, abdominal pain, fever and weakness.	cosine	0.5529747009277344
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_11093	nausea	obsolete bacterial gastroenteritis	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.	A gastroenteritis that involves inflammation of the stomach and intestines caused by bacteria. The symptoms include abdominal cramps and pain, diarrhea, loss of appetite, nausea, and vomiting.	cosine	0.5701133012771606
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_1734	nausea	obsolete viral gastroenteritis	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.	A gastroenteritis that involves inflammation of the stomach and intestines caused by viruses. The symptoms include abdominal cramps and pain, fever, watery diarrhea, loss of appetite, nausea, and vomiting.	cosine	0.6019607186317444
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_2327	nausea	viral gastritis	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.	A gastrointestinal system infectious disease that involves inflammation of the stomach lining caused by viruses. The symptoms include abdominal pain, indigestion, ulcer formation, abdominal bloating, nausea and vomiting.	cosine	0.606863260269165
http://purl.obolibrary.org/obo/SYMP_0000458	http://purl.obolibrary.org/obo/DOID_9878	nausea	obsolete Excessive vomiting starting after 22 completed weeks of gestation	Nausea is a digestive system symptom characterized by an uneasy or unsettled feeling in the stomach together with an urge to vomit.		cosine	0.5582435131072998
http://purl.obolibrary.org/obo/SYMP_0000459	http://purl.obolibrary.org/obo/DOID_11371	digestive system symptom	functional diarrhea			cosine	0.694424033164978
http://purl.obolibrary.org/obo/SYMP_0000459	http://purl.obolibrary.org/obo/DOID_2014	digestive system symptom	obsolete perinatal digestive system disorder			cosine	0.7813171148300171
http://purl.obolibrary.org/obo/SYMP_0000459	http://purl.obolibrary.org/obo/DOID_8437	digestive system symptom	intestinal obstruction			cosine	0.680249035358429
http://purl.obolibrary.org/obo/SYMP_0000459	http://purl.obolibrary.org/obo/DOID_8448	digestive system symptom	intestinal impaction			cosine	0.686180591583252
http://purl.obolibrary.org/obo/SYMP_0000459	http://purl.obolibrary.org/obo/DOID_9779	digestive system symptom	bowel dysfunction			cosine	0.6793188452720642
http://purl.obolibrary.org/obo/SYMP_0000460	http://purl.obolibrary.org/obo/DOID_13738	hepatomegaly	hepatic infarction			cosine	0.8120343685150146
